"","description","color","variety","country","id"
"82577","Upon opening, this smells oaky and lemony, although airing brings it around. Fresh and mildly astringent on the palate, this tastes oaky and briny at first, then more complex, deep and toasty as it spreads out. Licorice, herb and background berry flavors are woody and still somewhat fiery on the finish. Drink 2015 through 2025.","Red","Mencía","Spain",82577
"36499","Gamy, fascinating aromas of bloody beef, charred lamb chops and dank mushrooms meet with cracked black pepper and asphalt on the nose of this wine from a coastal vineyard near Cambria. Similar sensations show on the palate, including underripe boysenberry, dried lilac, lavender, black pepper, pencil lead and dry-aged meat.","Red","Syrah","US",36499
"98407","The stately hillside line of cypress trees gives its name to this estate on the south bank of the Douro. This complex, rich and dark wine is densely textured. The tannins are still young, while the black berry fruits pack into the solid structure. This is a wine to age, so drink from 2018.","Red","Portuguese Red","Portugal",98407
"37482","Clean on the nose, with pure citrus and minerality. It's full but not heavy in the mouth, with developed, mature flavors of grapefruit and other citrus fruits. Mildly pithy, green and long on the finish. Not a prima ballerina; this has force and strength along with elegance.","White","Sauvignon Blanc","Chile",37482
"9469","Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.","Red","Cabernet Sauvignon","US",9469
"52213","Stalky, lightly vegetal aromas come with notes of match stick and bitterness. This feels fresh in the mouth but tastes briny, with citrus, jalapeño and green bean accents. A bland, pithy finish feels round. Drink now.","White","Sauvignon Blanc","Chile",52213
"63766","This simple Cabernet Sauvignon is lightly fruity and forward, with berry flavors that seem to fade on the midpalate. It resolves in a wash of drying, herbal tannins.","Red","Cabernet Sauvignon","US",63766
"62470","Fragrant blue flower, ripe berry, scorched earth and a whiff of new leather unfold in the glass. The big, chewy palate offers juicy black cherry, ground pepper, clove, star anise and a hint of game framed in youthfully austere, teeth coating tannins. Drink after 2021.","Red","Sangiovese","Italy",62470
"11312","An layered nose shows pan-fried apples, caramelized pears, just-ripe banana, roasted chicken and slight quinine aromas. The palate starts tropical and fat, with banana and mango flavors, but settles into a smoked, oaky-apple groove, hinged to steely tension.","White","Roussanne","US",11312
"6994","Nemus pairs the light fruit and crisp acidity of Sangiovese against the hearty firmness of Cabernet Sauvignon to produce an informal, food-friendly wine that would match pasta dishes and pizza with fresh mozzarella.","Red","Red Blend","Italy",6994
"46759","Lush in toffee and rounded layers of rich oak and crème brûlée, this sultry Chardonnay delivers a lot of heft. The wine is crafted from a stellar vineyard and given just over a year in 50% new French oak. The toasty notes are balanced by a taste of pear tart in custard.","White","Chardonnay","US",46759
"83170","Barrel-fermented and aged on the lees, this Burgundian-style Chard is creamy and rich in ripe tropical fruit flavors and new oak. It's a big wine, forward in pineapple and mango flavors that are honey-ripe and crisp.","White","Chardonnay","US",83170
"84904","Cigar box and mulberry spice aromas lead the nose of this Cab, with fruity notes of black berry and cassis providing the backdrop. Full and lush in the mouth, the ripe black fruit carries through to the finish alongside accents of roasted coffee grounds. 550 cases imported.","Red","Cabernet Sauvignon","South Africa",84904
"5462","An astoundingly characterful rosé, the Mordorée Tavel has a hugely complex nose of cherry, carnation and strawberry set against a backdrop of herbes de Provence. Intensely flavorful in the mouth, this wine finishes on a long note of lemon zest and white cherries. An excellent foil for roast pork.","Rosé","Rosé","France",5462
"23939","Heady potpourri notes of rose petal and spice, lychee and melon abound on this high-impact but refined Gewürztraminer. Off dry and delicately framed, it's a refreshing sip marked by sunny squirts of tangerine acidity. Drink now through 2017.","White","Gewürztraminer","US",23939
"101188","Minerally white-fruit aromas lack specificity. This is fresh but standard in feel, with briny flavors of nectarine, apple, citrus pith and nut skins. A dilute finish is fresh but thin. Why this blend of Sauvignon Blanc, Airén and Verdejo costs what it does is beyond comprehension because it smells, tastes and feels generic.","White","White Blend","Spain",101188
"76271","If you know Chardonnays from the Edna Valley, on California's Central Coast, this tastes like one. It's bright in acidity and forward in jammy lime, kiwi and vanilla fruit, with a stony minerality. It's a pretty wine to drink now.","White","Chardonnay","US",76271
"81883","Dense, with a substantial amount of tannin and oak upfront, this clone designate, 100% varietal, is chalky in texture and showy in oak. Red currant, cedar and an unfurling of tobacco leaf provide fruit and savory herbaceousness.","Red","Cabernet Sauvignon","US",81883
"65067","This wine is widely distributed and often discounted, but don't shy away from it because of that—it's really well made. Subtle herb and citrus shadings mark the nose, but so do riper hints of fig and melon. Those riper notes shape the palate, giving it breadth up front, then gently tapering into a long, elegant, citrusy finish.","White","Sauvignon Blanc","New Zealand",65067
"62646","Fiery berry aromas come across sort of rough and scratchy. The palate is softer and more creamy, with vanilla, berry and pepper flavors. Finishes toasty and peppery, albeit slightly bitter.","Red","Tempranillo","Argentina",62646
"52704","Tire rubber, herb and locked-up barrel spice notes are followed by bountiful yet elegant black fruit flavors that show a spot on sense of balance along with exquisite length. There's no hiding the warm vintage it comes from but it shows the year well.","Red","Cabernet Sauvignon","US",52704
"49314","Saint Clair's Pioneer Block wines are always worth trying for their expressions of Marlborough's subregional characters. This one, from deep clay soils at the foot of the Dry Hills, features a bold cherry aroma and flavor, backed by ample vanilla and baking spice notes. It's big and slightly chunky in style, but it seems likely to smooth out over the next 12 months as the dusty tannins subside.","Red","Pinot Noir","New Zealand",49314
"102835","Both rich and dense, this wine shows the ripeness of the Merlot in 2010. It has firm fruit, touches of dark chocolate and licorice. With its concentration, this small vineyard is now in good form, producing ageworthy wines.","Red","Bordeaux-style Red Blend","France",102835
"28699","A blend of 80% Chardonnay and 20% Pinot Bianco, this has sensations of yellow apples, beeswax, citrus and mineral. It's simple but well made and would work well with lightly seasoned fish or pasta dishes topped with vegetable sauces.","White","White Blend","Italy",28699
"52398","This affordably priced county wine is simple in structure, showcasing clove, cedar and black currant flavors on the full-bodied, concentrated palate.","Red","Cabernet Sauvignon","US",52398
"36599","Crisp, light and dry, this wine is ready for the next lunch, brunch or warm-weather cocktail party. It has light, melon aromas, refreshing peach and melon flavors and an appetizing, tangy texture.","Rosé","Rosé","US",36599
"36460","Classic Sangiovese aromas of tilled soil, wild berry, new leather and chopped Mediterranean herb lead the nose along with a whiff of blue flower. The delicious, chewy palate doles out juicy Marasca cherry, black raspberry, baking spice and star anise framed in youthfully assertive but ripe tannins. Drink 2019–2029.","Red","Sangiovese","Italy",36460
"102097","With its perfumed aromas, this is a wine that has richness and sweetness, with soft velvet power. It has an intense wood element that needs to blend into the rest of the wine, but the sweet black currant and freshness provide a good balance. This is a seductive wine, with a fine solid character.","Red","Bordeaux-style Red Blend","France",102097
"71327","Quite light in the glass, this bottling by James Sparks of Liquid Farm fame shows cherry, hibiscus, cola and a touch of garrigue on the delicate nose. There is a noticeable tannic structure to the sip, where red-cherry and rose-petal flavors are quite mellow, refreshing and very quaffable. Time may add more complexity, but it's fun and lively now.","Red","Grenache","US",71327
"87319","Barely there but intriguing notes of pears draw you in first. The soft body promises refreshment and rounded pleasure, with just enough phenolic texture and a hint of salty minerality.","White","Grüner Veltliner","Austria",87319
"80150","A pretty good Chardonnay, especially at this price. Delivers lots of bang for the buck, with ripe, honeyed flavors of pineapples, pears and buttered toast.","White","Chardonnay","US",80150
"35411","This has aromas of stalky underbrush, porcini mushroom, game and berry. The wine's uber-simple palate shows suggestions of wild cherry and a hint of clove alongside drying, fleeting tannins and brisk acidity.","Red","Sangiovese","Italy",35411
"95837","A blend of 58% Cabernet Sauvignon, 31% Cabernet Franc and 11% Petit Verdot, this wine combines them all to herbaceous, slightly green and puckering effect, the oak overwhelmingly audacious.","Red","Red Blend","US",95837
"30437","A touch of reduction clings to the nose but the palate spells an abundance of fresh, crunchy red cherry. The slender body unfolds in joyful fruit and brims with freshness. This is light-bodied but utterly governed by delicious red-cherry fruit. Drink soon.","Red","Zweigelt","Austria",30437
"88091","Stewed olallieberries and black cherries gain nuance from concentrated red rose petals, cola and gravel on this wine from Riverside County. Like many of this winery's bottlings, the palate shows lots of barrel influence, with strong vanilla elements laced amidst blueberry and lighter red fruits.","Red","Syrah","US",88091
"26388","A wonderfully subtle touch of chamomile and yarrow appears first. This is followed by tart apple and citrus notes that also play vividly on the palate. The body is dry and slender, translucent and herbal. There is wonderful energy and drive despite the lightness. The depth of flavor, with that herbal tang, remains beguiling from the start to the long, long finish.","White","Riesling","France",26388
"87173","In this straightforward quaffer, aromas of pear, melon and apple lead to off-dry fruit flavors with a full feel. The flavor concentration is light but it still provides easy drinking enjoyment.","White","Pinot Gris","US",87173
"22166","A fine vintage of this always delicious Chablis. The wine has weight, a sense of warmth from its yellow fruits and depth of flavor. Full and ripe in the mouth, it will age for a year, although it is drinkable already.","White","Chardonnay","France",22166
"20374","Barrel-fermented and aged briefly in 20% new French oak, this wine offers a whiff of barrel reduction before revealing a well-defined profile of lemon and stone fruit. From vineyards in both Dry Creek and Sonoma valleys, it wears its oak well, finishing crisp and salty.","White","Sauvignon Blanc","US",20374
"97063","Packs a fruity punch, with masses of oranges, pineapples and Meyer lemons. Barrel fermentation and aging adds flavors of buttered toast, honey and butterscotch. Despite brisk acidity, lush and soft in style.","White","Chardonnay","US",97063
"11433","Oily in green apple and lime, this crowd-pleasing wine is supple and smooth, with touches of honey and vanilla, especially on the finish. With a lilting ripeness at its core, it will pair well with roasted chicken in herbs.","White","Chardonnay","US",11433
"72653","Cherry pie and cinnamon dominate the aromas. Sweet oaky influences like baking spices and brown sugar come out in the flavors, as a lush texture soothes the palate. This tastes mild in terms of acidity and tannins so it comes off as soft and almost sweet.","Red","Pinot Noir","US",72653
"79782","A blend of Cabernet Sauvignon, Merlot, Syrah and Petit Verdot, this is generous in terms of its aromatic intensity and persistence. The wine opens with tones of espresso, dark berry, sweet spice and chocolate. The mouthfeel is smooth, rich and opulent.","Red","Red Blend","Italy",79782
"17991","Notes of chopped star anise, sage, white spring flowers and Bartlett pear float out of the glass. The elegant palate offers yellow apple, white almond and citrus zest alongside a refined perlage. Bright acidity gives it a clean, quenching finish.","White","Glera","Italy",17991
"12188","Made from 60% Inzolia and 40% Catarratto, this thoroughly enjoyable wine delivers aromas of Mediterranean brush and citrus. The tangy sensations carry over to the palate with a blast of nectarine and lemon zest alongside savory saline flavors. Bright acidity gives a crisp finish.","White","White Blend","Italy",12188
"31781","This Cabernet Sauvignon from Tuscany offers up aromas of bell peppers, cedar wood and black currants. On the palate, this shows black cherry, raspberry and black pepper notes mingled with espresso. It finishes on a bitter note of unroasted coffee bean.","Red","Cabernet Sauvignon","Italy",31781
"4938","Dried herb, graphite and cedar form a cast of characters around a big powerful tannin concentration in this appellation wine. A bitter streak of tobacco plays games with sharper, crunchier aspects of cassis and clove.","Red","Cabernet Sauvignon","US",4938
"77183","A consistent winner, this single-vineyard Chardonnay is barrel fermented in 100% new French oak, using wild yeast. The scents and flavors are exceptionally detailed, running from fresh clover into tree fruit, yeast and lots of toast. It has structure, grip and length.","White","Chardonnay","US",77183
"14752","Serious, concentrated fruit and structure on this grand cru Chablis. White fruits, laced with lime and rounded with some toast, all contribute to a powerful, complex wine.","White","Chardonnay","France",14752
"45772","Coffee and chocolate open the nose of this Tuscan blend of Sangiovese and 15% Merlot. The wine is inky and well concentrated with thick, chewy density and plump cherry notes. It represents a straightforward combination of fruit and spice and would pair with most meat and pasta dishes.","Red","Red Blend","Italy",45772
"31557","The spritz on this Chenin Blanc gives this wine a sparkling appeal. The flavors of citrus fruits, green peas and vanilla are lovely.","White","Chenin Blanc","US",31557
"29402","This wine is made from 57% Petit Verdot (a variety of increasing interest, it seems) from mountain sites. An additional 29% Cabernet Franc and 14% Cabernet Sauvignon help soften its tastes of black licorice, leather and black currant, dotted by a dash of black olive. Opaque in color, it's savory and sizable in body without becoming overly concentrated. Drink now through 2021.","Red","Bordeaux-style Red Blend","US",29402
"101843","A little reticent on the nose, but opens up generously in the mouth. It's off-dry (3% residual sugar), with a flavorful, round mix of citrus, tangerine and nectarine fruits. Full-bodied and lingering, it sails into a clean, tangy finish.","White","Riesling","US",101843
"71403","This wine is dominated by Touriga Nacional, which offers a backbone of dark tannins that gives it a firm structure and will allow it to age for many years. Produced in open stone lagares, it has richness and impressive opulence in black fruit tones that are cut by juicy acidity. Drink from 2022.","Red","Portuguese Red","Portugal",71403
"6239","The nose is like citrus candy and applesauce, but it doesn't sing or pop like it could. The mouth is easygoing, with melon and grapefruit, but there's also a bit of unwelcome green bean. This wine fails to excite. —M.S. .","White","Sauvignon Blanc","Chile",6239
"22487","A wonderfully funky notion of yeast precedes the full ripe yellow plum fruit on the nose and segues into a salty, spicy and peppery palate. Concentration and flavor reverberate with a lemony citrus zing. A great varietal expression of Grüner's dual spice and fruit nature in an elegant package with lots of drive.","White","Grüner Veltliner","Austria",22487
"17826","Cooked-down blackberries take on pink peppercorn and new leather aromas in this Malbec hailing from the high-altitude vineyards of Colorado. The dark berry tones of the palate carry shards of graphite, with zippy red currant acidity keeping the full body and grainy tannins in check. It's a bit tight right now and should open up after 2016.","Red","Malbec","US",17826
"56958","A worthy followup to the 2007, perhaps not as immediately flamboyant, but a major Pinot Noir to age in the cellar. Shows flashy cherry and raspberry fruit, with tantalizingly rich spices and a perfect coating of sweet, smoky oak. Fine and delicious now, after decanting, and should develop over this decade.","Red","Pinot Noir","US",56958
"14273","This is a blend of several vineyards, instead of the winery's usual single-vineyard Chards. It's been tastefully assembled, and displays good Central Coast acidity framing tropical fruit and oak flavors with a stony, minerally edge.","White","Chardonnay","US",14273
"2967","Concentrated, thick and dark in appearance, this lush Chianti Classico shows a dark ruby color and flavors of black cherry, cassis and cola. It feels a warm in the mouth, with a powerful finish.","Red","Sangiovese","Italy",2967
"80153","Just 730 cases were made of this dry, lightly fruity offering. Melon and white peach flavors seem to be dusted with powdered sugar, though there is no sweetness in the finish, just dry flavors of wet stone. A good, every day, all-purpose white.","White","Pinot Grigio","US",80153
"54545","This is a blend of two vineyards, Pratt Vine Hill Road and Gap's Crown, enviable sources for both red and white grapes. The end result here shines in honey and a sublime hint of lemon candy. Bright, floral acidity lines a foundation of fresh tangerine and lime, finishing with an intensity of salty, spiced oak.","White","Chardonnay","US",54545
"49818","At the age of 2 1/2 years or so, this fresh Syrah is all about licorice, currant and blackberry fruit, with loads of black pepper. Tastes like it's right out of the fermenter, with firm tannins and bright acidity. Doesn't drink like an ager, so give it a good decant and drink soon.","Red","Syrah","US",49818
"48940","Minty and raisiny on the nose, with Port-like elements of dried fruit and high (15.0%) alcohol. Still, it shows the variety's trademark delicate structure and silky texture.","Red","Grenache","Australia",48940
"15442","Though two years older than the widely available Oregon bottling from Firesteed, this wine is almost its twin. Elegant and balanced, with light flavors of wild berry and an herbal underpinning.","Red","Pinot Noir","US",15442
"25389","From grapes grown at the Ramal Arad vineyard located 500 meters above sea level. Pale straw in color, this is loaded with bright lime and pineapple notes with flavor accents of fresh cut grass and pear. Closes with an appropriately crisp and clean finish. Only 600 cases produced.","White","Sauvignon Blanc","Israel",25389
"68389","Fragrant oak spice invites you to contemplate a mix of autumnal, ripe red fruit: plums perhaps, in a compote with strawberry. Mellow tannins come with echoes of clove and cinnamon. This friendly and soft red also works without food.","Red","Red Blend","Austria",68389
"1351","Substantial fruit flavors and a lightly sweet balance give this medium- bodied wine a decent drinkability factor. The mouthfeel is slightly tannic and the finish is brief.","Red","Red Blend","US",1351
"94122","Tight and unyielding, with a dominating Band-Aid streak that does not disappear even after many hours of breathing time. There is some Walla Walla Syrah berry and loam character evident, and the vineyards are first rate (Seven Hills and Pepper Bridge), but the reductive, plastic flavor masks much of the fruit.","Red","Syrah","US",94122
"18916","The Chardonnay in this blend dominates, giving a rich, generous feel to the wine, full of ripe plum and peach flavors. The Arinto provides fresh acidity that is behind the warm fruits. Full and generous, it is a wine that needs to age; drink from the end of 2016.","White","Portuguese White","Portugal",18916
"36239","Full-bodied, concentrated and richly textured, this is a succulent wine with refreshingly balanced oak. A floral note on the nose gives way to apricot and ginger-like spice, then finishes with a flourish of mouthwatering acidity. Drink now.","White","Viognier","France",36239
"45797","A big, strong Chardonnay with prominent buttered toast, buttered popcorn, vanilla, and pineapple-orange jam flavors. Elaborate and flashy, but obviously made to appeal to the modern style. Drink up.","White","Chardonnay","US",45797
"13079","Full-bodied and richly textured, this more than delivers at its suggested retail price. Grilled plums, baking spices and mocha notes provide plenty of interest, finishing creamy and supple. Drink now–2020.","Red","Shiraz","Australia",13079
"72262","Soft and direct, this Pinot Noir offers easy flavors of cherries, currants, cola and spice, wrapped into a silky texture. Drink now.","Red","Pinot Noir","US",72262
"1565","Hendry has a good track record with Cabernet, and although this isn't their best effort, it's an interesting, moderately ageworthy wine. It's pretty tough in tannins right now, but the astringency frames ripe blackberry and cassis flavors that linger in the finish. Needs time. Best 2008–2010.","Red","Cabernet Sauvignon","US",1565
"21316","This is an impressively endowed wine, but one that will have to rely on age for its complexity. Right now, its fruit (blackberries and cassis) is a bit simple upfront, then adds crisp acidity and firm tannins on the finish. Try in 2010.","Red","Cabernet Sauvignon","Australia",21316
"10619","It's a good thing Garagiste Festival cofounder Stewart McLennan caught the winemaking bug. This delicious bottling shows black currant, plum, blueberry, fennel, lavender, vanilla and gingerbread spice on the nose. Elegant purple-flower elements kick off the palate, and then come waves of blueberry-chiffon cake, blackberry juice, sea-salt caramel and a touch of vanilla.","Red","Syrah","US",10619
"15647","Named for a Margaret River subregion, Cape Mentelle's Wilyabrup is a blend of Cabernet Sauvignon, Merlot and Cabernet Franc. It's structured and restrained on the palate, easily blending cherry, cedar, leather and earth notes in a truly claret-styled wine whose dry finish picks up hints of black tea. Drink now–2020.","Red","Bordeaux-style Red Blend","Australia",15647
"36338","A tightly wrought, crisp texture gives the typical cool character of this appellation. This wine is full of white fruits layered with juicy acidity. Full in the mouth, it is delicious to drink although it will be better from 2017.","White","Chardonnay","France",36338
"69572","This earthy wine features aromas of truffle, ripe plum, leather and just a whiff of barnyard. The palate offers black cherry, crushed raspberry and notes of baking spice alongside assertive tannins.","Red","Nebbiolo","Italy",69572
"93233","A blend of 50% Grenache, 43% Syrah and 7% Cinsaut, this is very fresh and fruity--loaded with cherries--but also includes spice and earth complexities and a reasonable rich, creamy texture.","Red","Rhône-style Red Blend","France",93233
"93197","Complex earthy spicy savory flavors make this Grenache-based wine a great escape from simply fruity bottles. It's fragrant with smoke and black pepper in the aroma, filled with ripe plum, toffee and cardamom on the palate and has a full mouthfilling texture.","Red","Rhône-style Red Blend","US",93197
"44272","Difficult aromas of cigar ash and hickory are forceful and dominate the nose as a pair. This Tannat stamps across the palate with loud acidity and hard tannins. Toasty woody berry and plum flavors are abrupt on a rough finish.","Red","Tannat","Uruguay",44272
"96357","A concentrated and seductive Merlot that's perfect for folks who like 'em big, ripe and oaky. Mulled boysenberries and blueberry compote flood the nose and mouth, with lush notes of milk chocolate, blackcurrant liqueur and dark coffee spicing up the finish. Round and velvet-textured, with medium tannins.","Red","Merlot","Israel",96357
"79941","From Long Shadows, a rare, barrel-fermented Riesling. Sappy, tart, juicy and stylish, this is loaded with pear, grapefruit and Meyer lemon. The acidity is generous but softened up a bit by the extra oxygen from the fuder.","White","Riesling","US",79941
"44278","Pure Touriga Nacional, this is a crisp and fruity wine. Its red currants and light tannic structure give it shape and bring out the fruitiness that makes it immediately attractive. Ready to drink now.","Rosé","Rosé","Portugal",44278
"32372","This taut, dry Grenache shows better structure than most California Grenaches, with its firm texture and bite of acidity. It shows the variety's cherry flavors. Tasty now, it's a good substitute for any medium-bodied wine, such as Zinfandel or Merlot.","Red","Grenache","US",32372
"7395","Using fruit mostly from the Bassi Ranch property he recently acquired, Mike Sinor delivers a bright, minerally wine, with aromas of scratched grapefruit skin, orange and peach juice, burned lemons, sea salt, ripe apples and nectarines and fresh-cut herbs. Flavors of salty, lime-juice nectarines emerge once sipped, with hints of butter and white flowers.","White","Chardonnay","US",7395
"62331","While this is a rich wine, it also has a more fruity character that brings out acidity and a streak of freshness. It's firm at the moment, reflecting a need for aging. Dense and full of berry fruits, it will be best drunk from 2017.","Red","Bordeaux-style Red Blend","France",62331
"72674","An unlikely white wine from a producer known more for old-vine Zinfandel, this full-bodied bottling shows the variety's more voluptuous side. Richly textured, the wine traffics in ripe peach and apricot, with a back note of almond.","White","Grüner Veltliner","US",72674
"22409","This wine is full of red-berry flavors, fresh with acidity and a juicy texture. Lively and bright with a dancing, crisp character, it's a great apéritif-style wine.","Rosé","Rosé","France",22409
"45910","From first sniff this exquisite wine grabs you and won't let go. Brambly berries, redolent with rich umami notes of spice and pine needle cascade into a wine densely packed with fruit and herbs. It lingers, opens and becomes more and more expressive, with soil-generated flavors of forest floor.","Red","Pinot Noir","US",45910
"99479","Produced from bled-off Pinot Noir juice, this is a robust, high alcohol rosé. It was put through partial malolactic fermentation and offers candy strawberry flavors up front, without much depth.","Rosé","Rosé","US",99479
"73233","Minty black cherry aromas give it a solid opening, but there's also some mild cleanser and paint scents to the nose. The palate is basic, snappy, fresh and carries good weight, while the flavors are sweet, berry-oriented and softened by vanilla. A good Grenache with good balance.","Red","Garnacha","Spain",73233
"64632","This wine comes from hillside vineyards in the far northern reaches of California's grape growing counties. It has an unusually dark color for Pinot. The ripe and fruity aromas are accented by oaky spices and flavors that bring out black-cherry and clove notes. It's full bodied, mouth-filling and flavorful.","Red","Pinot Noir","US",64632
"101201","A heavy, roasted, charred nose gives this a dark outlook, and the bulky but smooth palate of black fruits and baked flavors does little to lessen the load. Feels good on the finish, although it tastes rather normal and a touch bitter. Round and fairly rich Malbec.","Red","Malbec","Argentina",101201
"5494","Clos Saint Landelin is a portion of the Vorbourg Grand Cru vineyard wholly owned by Muré. This rich wine is comfortably excessive, very full of spice and lychee flavors. Medium dry in character with a dry core, it is still young and could age. Drink from 2017.","White","Gewürztraminer","France",5494
"31887","Another stunning expression of the Monvigliero vineyard, it opens with an alluring Nebbiolo fragrance of ripe red berry, spice, leather, vineyard dust and balsamic notes. The structured and savory palate doles out rich red cherry, white pepper, cinnamon, licorice and Mediterranean herbs alongside firm but supple tannins and vibrant acidity. It's loaded with flavor and finesse. Drink after 2020.","Red","Nebbiolo","Italy",31887
"94237","This reedy smelling, jammy boxed wine is on the cusp of acceptability. It's gooey in feel, a bit fake and sugary in flavor, and sticky on the finish.","Red","Cabernet Sauvignon","Chile",94237
"585","This wine is full in the mouth with a taste between pepper and fruit. It's ripe, rounded and tangy with clementine zest as well crisp apples and red currants. It could benefit from a few months in bottle, so drink from late 2015.","Rosé","Rosé","France",585
"226","Leather, berry, earth, raisin and roasted qualities define the nose on this Tempranillo-led blend of four grapes. Feels good in the mouth, with active raspberry, plum and coffee flavors that comes with a roasted accent. Mildly leafy, baked and woody on the thorough finish.","Red","Red Blend","Argentina",226
"95705","This is a pleasant wine, with grapefruit and nectarine fruit, fresh but just a little flat through the midpalate. A good sipping wine, it's best served chilled and enjoyed while young.","White","Pinot Gris","US",95705
"4533","This fascinating Chardonnay combines elegance with the opulence you expect from California. It's ripe and forward in papaya, quince, mango, pear and pineapple fruits, but also shows a steely minerality that's as fresh and pure as snowmelt water in a pebbly stream. It is never forward or over-the-top.","White","Chardonnay","US",4533
"35012","This white is overtaken by alcohol, giving it a sharp taste of weight and oak over slight wafts of sour apple and honey.","White","Pinot Blanc","US",35012
"15455","This 100% varietal wine, which saw 30 months of oak aging, is lightly aromatic with notes of cherry, anise, berry, vanilla and woodspice. It's quite restrained in feel—a very pretty wine—with elegant, sumptuous cherry flavors and a lingering finish.","Red","Cabernet Sauvignon","US",15455
"94144","Far richer and more concentrated than the winery's regular '05 Pinot, this is a true reserve. It shows the same dryness and silky texture, but the spicy fruit is more intense in cherries and black raspberries, veering into cassis and anisette. Drink now for its extravagent flavors.","Red","Pinot Noir","US",94144
"79270","This is a dry, full-bodied deal of a wine, offering melon, papaya and zesty acidity around plenty of breadth and depth. Textured and luxurious, it finishes in ginger and Asian pear.","White","Chardonnay","US",79270
"53317","Cabernet Sauvignon (84%) takes the lead on this wine, with the rest equal parts Cabernet Franc and Petit Verdot. Aromas of high-toned herbs, wood spices, cocoa, cassis and a mixture of maraschino and dark cherries are followed by a full palate, overflowing with generous fruit flavors.","Red","Bordeaux-style Red Blend","US",53317
"69155","Here's a rich and smoky Chard with nice aromas and flavors of wood-grilled red apples with a caramel drizzle, peach pit and Key lime citrus. Solidly structured with good heft, a long finish and prominent acidity that keeps the wine from going over the edge and being too flabby. Drink now.","White","Chardonnay","France",69155
"58300","Fattoria La Massa has produced an exciting wine that will appeal to those who love a big, opulent style. A blend of Sangiovese and Merlot, this boasts an inky appearance, and delivers enormous tones of tobacco, leather, coffee bean, blue flowers and lead pencil. It's soft and lush and certainly does not lack power or concentration.","Red","Red Blend","Italy",58300
"96135","This Merlot is thin and common, but dry and drinkable, with cherry, cola and oak flavors. Gulp it down with anything you like.","Red","Merlot","US",96135
"66821","This wine is mostly Syrah (80%) with the rest made up of Cinsault, Counoise and Grenache. A pretty pale pink color, it's aromatically expressive with fruit-filled notes of strawberry and cherry. The palate contains the slightest suggestion of sweetness, with light-bodied orange-peel and tart fruit flavors that draw out on the finish.","Rosé","Rosé","US",66821
"12088","This wine is a blend of Cabernet Sauvignon, Merlot, Malbec, Cabernet Franc and Petit Verdot. There's freshness to the fruit, with aromas of cherry and raspberry kissed by herb, clove and spice. The flavors are lush and palate-coating, with the tannins bringing a touch of astringency that hopefully will settle out with additional time in the bottle.","Red","Bordeaux-style Red Blend","US",12088
"103449","Spice and herbal berry aromas are true to the variety. Hard acidity creates roughness and scratch on the palate, while chocolaty, spiced plum flavors finish fiery at first then with herbal red-fruit flavors as it fades.","Red","Carmenère","Chile",103449
"60249","The alcohol is overwhelming here in an otherwise fragrant wine with strong aromas of cola spice. This Petit Verdot is medium-bodied and very much happy to display its 18 months spent in new American oak.","Red","Petit Verdot","US",60249
"89984","This warm Rosso starts with aromas of toast, woodland berries and cake spices. The juicy palate offers dense black cherry accented with notes of vanilla, mocha and clove alongside assertive tannins. Enjoy it soon.","Red","Sangiovese","Italy",89984
"43483","A delicious fruit bomb, this has all the jammy goodness of blackberry syrup, with just enough tannin and acidity to keep it from being sweet. Smooth on the palate, it's full-bodied, uncomplicated and tasty.","Red","Red Blend","US",43483
"44457","Rich in heady cinnamon and aromatics of a perfumed rose in bloom this is a beautifully integrated, well-proportioned Pinot Noir, its black cherry and blackberry complemented by a depth of earth and mushroom and silky concentration of tannins.","Red","Pinot Noir","US",44457
"4163","Coming in at 12.8% alcohol—nearly unheard of for a Washington red, particularly in a warm vintage—it brings appealing notes of dark plum accented by black pepper and dried herbs. It's silky soft in feel with a dazzling sense of texture and purity with little apparent oak influence.","Red","Malbec","US",4163
"4580","Soft layers of Chardonnay with aromas of vanilla cream and stone fruit are blended with fresh notes of citrus and passion fruit from the Vermentino element found within. The two varieties complement each other very well and produce an elegant wine for shellfish or seafood risotto.","White","White Blend","Italy",4580
"18486","There are big tannins in this wine along with the hallmark perfumes that are typical of the grape. Also typical is the one-dimensional character of the 100% Touriga Nacional. So it is rich, packed with black fruit but just missing an extra something. Drink the wine from 2020.","Red","Touriga Nacional","Portugal",18486
"59371","The production of Malbec at Three Rivers has risen dramatically, and the new vintage seems considerably lighter and less complex than it previously did. Fruity and forward, it shows black cherry and cola flavors, with a light streak of licorice.","Red","Malbec","US",59371
"89857","Obviously wood aged, with spice and toast flavors, this is a soft, black currant and berry flavored wine. It has light tannins that are already integrating with the fruit. Drink now and until 2018.","Red","Bordeaux-style Red Blend","France",89857
"69349","Blossomy and perfumed, yet reverberating with steel, acid and minerals, this stunning off-dry Riesling packs so much more power and punch than it's diminutive frame suggests. Sweet, pristine white peach and cherry flavors persist through a long, meandering finish. Drinks beautifully now, but is powerful enough to evolve well till at least 2025.","White","Riesling","Germany",69349
